0010.icbb.vu.edu.pk,Compliant
008.kp.gov.pk,Not_compliant
00.icbb.vu.edu.pk,Compliant
0.0.kp.gov.pk,Not_compliant
00.kp.gov.pk,Not_compliant
0.0.pmc.gov.pk,Not_compliant
00.pmc.gov.pk,Not_compliant
010.uskt.edu.pk,Not_compliant
011.colgate.com.pk,Not_compliant
011.icbb.vu.edu.pk,Compliant
013.icbb.vu.edu.pk,Compliant
01.68.97.138.ist.edu.pk,Not_compliant
016.kp.gov.pk,Not_compliant
017.icbb.vu.edu.pk,Compliant
01.agpr.gov.pk,Compliant
01.icbb.vu.edu.pk,Compliant
01.kp.gov.pk,Not_compliant
0-212-173.news.com.pk,Compliant
02.icbb.vu.edu.pk,Compliant
02.kp.gov.pk,Not_compliant
032111.68.97.129.ist.edu.pk,Not_compliant
032autodiscover.stsi.org.pk,Not_compliant
032cpanel.lpp.org.pk,Compliant
032cpanel.rds.net.pk,Not_compliant
032cpanel.stsi.org.pk,Not_compliant
032does11.duhs.edu.pk,Compliant
032does12.duhs.edu.pk,Compliant
032does2.duhs.edu.pk,Compliant
032elearning.duhs.edu.pk,Compliant
032emr.duhs.edu.pk,Compliant
032exams.duhs.edu.pk,Compliant
032exam.stsi.org.pk,Not_compliant
032google.news.com.pk,Not_compliant
032grassroots.lpp.org.pk,Compliant
032mail.daewoo.com.pk,Not_compliant
032mail.duhs.edu.pk,Compliant
032mail.lpp.org.pk,Compliant
032namc.pmd.gov.pk,Not_compliant
032nwfc.pmd.gov.pk,Not_compliant
032relay.lpp.org.pk,Compliant
032reports.duhs.edu.pk,Compliant
032s01.rds.net.pk,Not_compliant
032speedtest.rds.net.pk,Not_compliant
032submit.news.com.pk,Not_compliant
032webmail.daewoo.com.pk,Not_compliant
032www.cc2.pu.edu.pk,Compliant
032www.ce.pu.edu.pk,Compliant
032www.daewoo.com.pk,Not_compliant
032www.dsa.pu.edu.pk,Compliant
032www.duhs.edu.pk,Compliant
032www.forex.com.pk,Not_compliant
032www.grassroots.lpp.org.pk,Compliant
032www.is.pu.edu.pk,Compliant
032www.lesco.gov.pk,Compliant
032www.pmc.gov.pk,Not_compliant
032www.pmd.gov.pk,Not_compliant
032www.shield.com.pk,Not_compliant
032www.stsi.org.pk,Not_compliant
032www.ww.pu.edu.pk,Compliant
033.uskt.edu.pk,Not_compliant
034.uskt.edu.pk,Not_compliant
035.kp.gov.pk,Not_compliant
037.uskt.edu.pk,Not_compliant
039.kp.gov.pk,Not_compliant
039.uskt.edu.pk,Not_compliant
03.kp.gov.pk,Not_compliant
043.kp.gov.pk,Compliant
048.uskt.edu.pk,Not_compliant
04.icbb.vu.edu.pk,Compliant
052.uskt.edu.pk,Not_compliant
053.uskt.edu.pk,Not_compliant
054.uskt.edu.pk,Not_compliant
058.kp.gov.pk,Not_compliant
059.uskt.edu.pk,Not_compliant
062.uskt.edu.pk,Not_compliant
06.icbb.vu.edu.pk,Compliant
072.uskt.edu.pk,Not_compliant
073.kp.gov.pk,Not_compliant
073.uskt.edu.pk,Not_compliant
074.uskt.edu.pk,Not_compliant
077.icbb.vu.edu.pk,Compliant
077.uskt.edu.pk,Compliant
081.uskt.edu.pk,Not_compliant
083.kp.gov.pk,Not_compliant
087.uskt.edu.pk,Not_compliant
089.uskt.edu.pk,Not_compliant
08.icbb.vu.edu.pk,Compliant
08.uskt.edu.pk,Not_compliant
095.kp.gov.pk,Not_compliant
09.68.97.128.ist.edu.pk,Not_compliant
09.68.97.137.ist.edu.pk,Not_compliant
09a.pmd.gov.pk,Not_compliant
09.icbb.vu.edu.pk,Compliant
09.kp.gov.pk,Not_compliant
09m.agpr.gov.pk,Compliant
09pmc.gov.pk.pmc.gov.pk,Not_compliant
09.pmc.gov.pk,Not_compliant
09ww.agpr.gov.pk,Compliant
09-www.pmc.gov.pk,Not_compliant
0.agpr.gov.pk,Compliant
0ail.lesco.gov.pk,Compliant
0bmail.lesco.gov.pk,Compliant
0.colgate.com.pk,Not_compliant
0.daewoo.com.pk,Not_compliant
0de.kp.gov.pk,Not_compliant
0d.icbb.vu.edu.pk,Compliant
0f.icbb.vu.edu.pk,Compliant
0-host.mmc.net.pk,Not_compliant
0hycos.pmd.gov.pk,Not_compliant
0i69zzcj-euas.icbb.vu.edu.pk,Compliant
0.icbb.vu.edu.pk,Compliant
0.kp.gov.pk,Not_compliant
0.lesco.gov.pk,Compliant
0ly.kp.gov.pk,Not_compliant
0ns.kp.gov.pk,Not_compliant
0.pmd.gov.pk,Not_compliant
0s2.kp.gov.pk,Not_compliant
0-server.colgate.com.pk,Not_compliant
0-server.dailytimes.com.pk,Compliant
0st.kp.gov.pk,Not_compliant
0.telenorcsms.com.pk,Not_compliant
0.uskt.edu.pk,Not_compliant
0v.lesco.gov.pk,Compliant
0w.icbb.vu.edu.pk,Compliant
0z.icbb.vu.edu.pk,Compliant
0z.lesco.gov.pk,Compliant
0zyx.agpr.gov.pk,Compliant
0zyxw.lesco.gov.pk,Compliant
0zyxwv.lesco.gov.pk,Compliant
0zyxwv.pmd.gov.pk,Not_compliant
0zyxwvu.lesco.gov.pk,Compliant
